0,1267572
1,95367220
2,654740968
3,1171411377
4,1616741499
5,1890363493
6,1824054088
7,1647406203
8,1304919671
9,999459091
10,707944768
11,500610256
12,348765962
13,254407286
14,193005388
15,155626177
16,131351860
17,115172358
18,103364207
19,94283108
20,86579836
21,80001456
22,73862371
23,68821751
24,63879672
25,59847496
26,55924130
27,52821698
28,49412462
29,46800739
30,43934939
31,41727696
32,39381512
33,37514101
34,35579678
35,34034637
36,32408391
37,31132952
38,29566549
39,28560956
40,27157305
41,26235009
42,24965740
43,24077958
44,22942597
45,22240526
46,21115131
47,20494583
48,19413668
49,18852629
50,17833011
51,17367998
52,16430157
53,15974836
54,15148671
55,14699616
56,13944916
57,13520723
58,12825105
59,12487629
60,11808320
61,11481895
62,10901695
63,10594377
64,10021743
65,9759811
66,9224304
67,8973839
68,8463318
69,8230504
70,7772137
71,7580976
72,7154468
73,6978653
74,6619939
75,6458323
76,6104972
77,5949151
78,5638257
79,5508268
80,5224840
81,5093268
82,4824076
83,4691023
84,4430568
85,4301768
86,4078340
87,3949219
88,3726776
89,3590498
90,3390496
91,3230053
92,3028644
93,2863310
94,2651085
95,2460781
96,2244234
97,2053062
98,1844518
99,1659043
100,1462454
101,1285721
102,1109614
103,939719
104,795439
105,660184
106,541396
107,439166
108,353376
109,277835
110,215511
111,161279
112,120398
113,84312
114,59349
115,36086
116,22346
117,13164
118,6856
119,3622
120,1502
121,311
