0,1508323
1,101213441
2,113524704
3,118963369
4,124247380
5,127687556
6,130650083
7,132583855
8,134147138
9,134328524
10,134311643
11,133606620
12,133009160
13,131475373
14,128566836
15,126703483
16,124524641
17,122321541
18,119724649
19,116790456
20,114453442
21,111792603
22,109077955
23,106387287
24,103688430
25,100894998
26,98196994
27,95482201
28,92906272
29,90154330
30,87374164
31,84971994
32,82340502
33,79919038
34,77366288
35,74946452
36,72508393
37,70211736
38,67957780
39,65216228
40,63152350
41,60806335
42,58697329
43,56416252
44,54400242
45,52376734
46,50370353
47,48328046
48,46288016
49,44327388
50,42350925
51,40160923
52,38344727
53,36606701
54,35014796
55,33356119
56,31851418
57,30135167
58,28628335
59,27206574
60,25817690
61,24396268
62,23082331
63,21717292
64,20449290
65,19299675
66,18197323
67,17127052
68,16113856
69,15166872
70,14262582
71,13368289
72,12477067
73,11617655
74,10849764
75,10008555
76,9306211
77,8559749
78,7915213
79,7233502
80,6587244
81,5935325
82,5265801
83,4688760
84,4139080
85,3622181
86,3062168
87,2549491
88,2276189
89,2012267
90,1760902
91,1536386
92,1333863
93,1152572
94,992608
95,859196
96,733839
97,620862
98,524498
99,426615
100,355048
101,297532
